id,name,published,outlet,title,authors,category,market,categoryorder,articleorder,url,description,text,image,error,sentiment,firstEyes
,Education Funding,2026-06-05 08:33:12+00:00,www.fox43.com,Rising special education costs hit PA school districts as federal funding fails to keep pace,,,,,,https://www.fox43.com/video/news/local/lancaster-county/rising-special-education-costs-hit-pa-school-districts-as-federal-funding-fails-to-keep-pace/521-f2703940-8d1f-4066-a681-857682b8ff61,"Growing special education enrollment, federal funding gaps and recent IDEA grant cuts are driving budget pressures and tax increases across the ...",,,,,2026-06-05 06:58:43.247671
,Education Funding,2026-06-05 08:31:57+00:00,YouTube,Rising special education costs hit PA school districts as federal funding fails to keep pace,,,,,,https://www.youtube.com/watch?v=1l0lIj3MMwU,"As school districts across Pennsylvania finalize their budgets, many are facing difficult financial decisions tied to the rising cost of special education se...",,https://i.ytimg.com/vi/1l0lIj3MMwU/hqdefault.jpg,,,2026-06-05 06:58:43.247671
,Pennsylvania,2026-06-05 04:35:02+00:00,www.fox43.com,PA school districts face rising special education costs as federal funding falls short,,,,,,https://www.fox43.com/article/news/local/lancaster-county/pa-school-districts-face-rising-special-education-costs-as-federal-funding-falls-short/521-31baf128-b943-451f-88f1-daa4e7952cc4,"— As school districts across Pennsylvania finalize their budgets, many are facing difficult financial decisions tied to the rising cost of special ...",,,,,2026-06-05 04:57:18.535301
,Pennsylvania,2026-06-05 03:42:38+00:00,Yahoo News,PA school districts face rising special education costs as federal funding falls short,,,,,,https://www.yahoo.com/news/us/articles/pa-school-districts-face-rising-020221760.html,"As school districts across Pennsylvania finalize their budgets, many are facing difficult financial decisions tied to the rising cost of special education services.  Educators and school leaders say g...",,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png,,,2026-06-05 04:57:18.535301
,Education Funding,2026-06-05 01:46:29+00:00,WTOP News,Charter school leaders raise equity concerns over DC school funding - WTOP News,,,,,,https://wtop.com/dc/2026/06/charter-leaders-raise-equity-concerns-over-d-c-school-funding/,Education dollars in D.C.’s budget are up for debate as public schools receive millions more than charter schools.,,https://wtop.com/wp-content/uploads/2026/06/IMG_0182-1-scaled.jpeg,,,2026-06-04 22:57:35.669285
,Education Funding,2026-06-04 23:05:28+00:00,Honolulu Star-Advertiser,Schatz: $46M in federal funding for Hawaiian education programs extended | Honolulu Star-Advertiser,,,,,,https://www.staradvertiser.com/2026/06/04/breaking-news/schatz-46m-in-federal-funding-for-hawaiian-education-programs-extended/,"The U.S. Department of Education will extend $46 million in federal funding for Native Hawaiian programs for another year, according to U.S. Sen. Brian Schatz.",,https://www.staradvertiser.com/wp-content/uploads/2026/06/web1_2026-anuenue-7.jpg,,,2026-06-04 19:57:38.228933
,Education Funding,2026-06-04 22:14:52+00:00,  |  Process begins to extend $46 million in federal funding to Native Hawaiian Education Program for another year,Process begins to extend $46 million in federal funding to Native Hawaiian Education Program for another year | Maui Now,,,,,,https://mauinow.com/2026/06/04/process-begins-to-extend-46-million-in-federal-funding-to-native-hawaiian-education-program-for-another-year/,"The extension will keep the Native Hawaiian Education Program fully funded for current grant recipients for at least another year, which guarantees $46 million in federal funding secured by Schatz in Congress will continue to flow to the more than 60 early childhood education sites across Hawai‘i.  ",,https://media.mauinow.com/file/mauinow/2026/05/219769438_l-1024x562.jpg,,,2026-06-04 18:57:27.824965
,Education Funding,2026-06-04 22:14:49+00:00,rhodeislandcurrent.com,U.S. Department of Education sued for pulling grants supporting English language learners,,,,,,https://rhodeislandcurrent.com/2026/06/04/u-s-department-of-education-sued-for-pulling-grants-supporting-english-language-learners/,A lawsuit filed in Rhode Island's federal courthouse alleges the U.S. Department of Education unlawfully canceled grants for English language ...,,,,,2026-06-04 18:57:27.824965
,Oklahoma,2026-06-04 22:00:51+00:00,www.newsfromthestates.com,U.S. Department of Education sued for pulling grants supporting English language learners,,,,,,https://www.newsfromthestates.com/article/us-department-education-sued-pulling-grants-supporting-english-language-learners,"The lawsuit claims federal education officials relied on keyword searches of grant ... Oklahoma · Former Tulsa schools official, construction ...",,,,,2026-06-04 18:57:27.824965
,Education Funding,2026-06-04 21:19:15+00:00,Chalkbeat,Where public education saw funding increases (and decreases) in Illinois’ new state budget,,,,,,https://www.chalkbeat.org/chicago/2026/06/04/illinois-state-budget-increases-money-for-schools-and-students/,K-12 school funding is getting $350 million more. But some educators say it’s not enough.,,https://www.chalkbeat.org/resizer/v2/KXM3GDKQFFDZLF2477UIMY6ES4.jpg?smart=true&auth=7b6a8c237df201c1869f767089fe9934f5bcdc56796deac9da90c02636d7086e&width=1200&height=630,,,2026-06-04 18:57:27.824965
,Education Funding,2026-06-04 21:10:33+00:00,Denver Gazette,Department of Education threatens to pull JeffCo Public Schools’ funding over trans student policies,,,,,,https://www.denvergazette.com/2026/06/04/department-of-education-threatens-to-pull-jeffco-public-schools-funding-over-trans-student-policies/,"The U.S. Department of Education issued a warning letter to JeffCo Public Schools on Wednesday, threatening to pull federal funding over alleged Title IX violations relating to the district’s policies on transgender students. The DOE’s Office for Civil Rights in March said a nine-month investigation revealed that “male students” occupied 61 spots on girls’ sports […]",,https://www.denvergazette.com/wp-content/uploads/2026/03/67f87026ecebf.image_-1-1024x771.jpg,,,2026-06-04 17:57:57.170642
,Education Funding,2026-06-04 20:58:19+00:00,Education Week,House GOP Endorses Education Cuts as Talks on Trump's Budget Begin,,,,,,https://www.edweek.org/policy-politics/house-gop-endorses-education-cuts-as-talks-on-trumps-budget-begin/2026/06,House appropriators want to cut Title I by 9%—a cut President Donald Trump hasn't proposed.,,https://epe.brightspotcdn.com/dims4/default/146126f/2147483647/strip/true/crop/8640x5760+0+0/resize/945x630!/quality/90/?url=https%3A%2F%2Fepe-brightspot.s3.us-east-1.amazonaws.com%2F22%2F2c%2F6cfb97cd425fb4b85666529cd6b0%2Fcongress-23277759219651.jpg,,,2026-06-04 17:57:57.170642
,Arizona,2026-06-04 20:37:18+00:00,KVOA,$25M in federal funds one step closer for Arizona's 6th District,,,,,,https://www.kvoa.com/news/arizona/25m-in-federal-funds-one-step-closer-for-arizonas-6th-district/article_54d6bfef-c174-4549-b4ee-b6da631300b4.html,WASHINGTON (KVOA) - Communities across southeastern Arizona are moving closer to receiving more than $25 million in federal funding for workforce training programs and transportation infrastructure improvements.,,https://bloximages.newyork1.vip.townnews.com/kvoa.com/content/tncms/assets/v3/editorial/2/82/28266519-250f-5a6a-9225-653c9a1aa987/613102b9a26b8.image.jpg?crop=1024%2C538%2C0%2C19,,,2026-06-04 17:57:57.170642
,Connecticut Mirror,2026-06-04 19:55:16+00:00,CT Mirror,Lamont lays out education priorities as Blue Ribbon Commission gets underway,Theo Peck-Suzuki,,,,,https://ctmirror.org/2026/06/04/lamont-lays-out-education-priorities-as-blue-ribbon-commission-gets-underway/,The 23-member panel will work to interrogate the entirety of CT's complex 'education cost share' school funding system and propose reforms.,"Gov. Ned Lamont’s Blue Ribbon Commission on K-12 Education Funding and Accountability has officially launched.
The 23-member commission is chaired by Lamont’s deputy chief of staff, Natalie Wagner, and includes a mix of bipartisan state and local elected officials, union leaders, school administrators and policy analysts. Its mission: to interrogate the entirety of Connecticut’s complex school funding system and propose reforms.
The governor appeared in person to share opening remarks and lay out his vision for the group.
“Think about how much money we’re spending, how we do that, and how we make sure it makes the biggest difference. I want money going to the classroom, I want money going to the teachers, and I want more teachers,” Lamont told the members of the commission.
Lamont reiterated his longstanding assertion that the commission’s work wouldn’t sit “on a shelf somewhere collecting dust.” He wants its report, due in January 2027, to set the stage for the next legislative session, where the General Assembly will have the opportunity to tackle what has become a serious fiscal problem for the state.
“We are spending hundreds of millions of dollars more on K-12 than we did before. … We’re still not keeping up,” Lamont said.
He also used the opportunity to signal where his own education priorities currently lie. High on the list: special education, a topic he has brought up several times in recent months.
“I would urge you to think about how the state should … help you take the lead on special education. A, in terms of funding. B, in terms of how we can better negotiate, make sure we have local solutions” instead of sending kids with special needs out of their home districts, Lamont told the commission.
Sending children to specialized out-of-district facilities is a major financial burden for many local school systems. The state has a program — the excess cost grant — to cover some of those expenses, but it has significant gaps. A newer source of state funding, the SEED grant, helps pay for in-district special education services, but advocates say it doesn’t come close to meeting the need.
Lamont also urged the commission to consider transportation and health insurance, two other major sources of financial pressure for districts. He said health insurance costs in particular have risen by as much as 40%.
“There, we need some work,” Lamont said. “At a minimum, look at the Partnership Plan run by [State Comptroller] Sean Scanlon.”
The Connecticut Partnership Plan allows non-state public employees — for example, people who work for municipal school districts — to get the same healthcare coverage as state employees and retirees.
Lamont also included a plug for a topic he called “a personal favorite”: teacher apprenticeship programs.
“Maybe their third year of teacher’s college in the Ivory Tower — that’s great, but maybe you want to be in the classroom, working with a master teacher,” Lamont said.
Various school administrators have said teachers come out of university still needing significant training, which the districts that hire them often end up having to provide. 
The governor closed his remarks with a nod toward student mental health services.
That “type of program, I think, is worth expanding … maybe that’s another way to get a young person there another shoulder to lean on,” Lamont said.
A group of students from the Goshen Center School stopped in to see Gov. Ned Lamont’s Blue Ribbon Commission on K-12 Education in action on June 4, 2026. Credit: Theo Peck-Suzuki / CT Mirror
Shortly after the governor’s comments, the commission launched into a detailed presentation from the consultant group Education Resource Strategies on the current state of play in Connecticut education policy. One notable statistic: By at least one measure, Connecticut has the highest funding disparity between high- and low-poverty districts of any state in the country.
The ranking reflects a concern that dominated the recent legislative session: Schools in less affluent towns and cities aren’t getting enough money, and students often pay the price.
The Blue Ribbon Commission will meet regularly through the rest of the year. Its final report is due Jan. 15.",https://ctmirror.org/wp-content/uploads/2026/06/Ned-Lamont-et-al-6.4.26-1024x684.jpg,,,2026-06-04 16:01:54.381957
,Education Funding,2026-06-04 18:41:25+00:00,kdvr.com,Trump administration threatens Jeffco schools' funding over transgender policies - KDVR,,,,,,https://kdvr.com/news/politics/trump-administration-threatens-jeffco-schools-funding-over-transgender-policies/,"... federal education funding,” the OCR's Wednesday letter stated. It said the enforcement action would happen 10 days later if the district took no ...",,,,,2026-06-04 15:59:13.621698
,Education Funding,2026-06-04 18:37:22+00:00,news.bloomberglaw.com,GOP Panel Proposes Deeper Education Funding Cuts Than Trump (1),,,,,,https://news.bloomberglaw.com/daily-tax-report/gop-panel-proposes-cutting-education-more-than-trump-request,"A GOP-controlled House appropriations subcommittee legislation Thursday proposing funding the Education Department at $70.7 billion for fiscal year 2027, a cut from current levels, as the Trump administration seeks to dismantle the agency.",,https://bwrite-static.bloombergindustry.com/dims4/default/5438277/2147483647/strip/false/crop/3994x1539+3+579/resize/960x370!/quality/90/?url=https%3A%2F%2Fbloomberg-bna-brightspot.s3.us-east-1.amazonaws.com%2F3a%2Fbe%2F79a4d5fc4922b985c6207bb6ea85%2F427233051.jpg,,,2026-06-04 15:59:13.621698
,Education Funding,2026-06-04 18:33:41+00:00,Conduit Street,"Worcester County Budget Maintains Tax Rates, Boosts School, and Public Safety Funding",,,,,,https://conduitstreet.mdcounties.org/2026/06/04/worcester-county-budget-maintains-tax-rates-boosts-school-and-public-safety-funding/,"Worcester County has approved its Fiscal Year 2027 operating budget, maintaining both its property tax and local income tax rates while increasing",,https://i0.wp.com/conduitstreet.mdcounties.org/wp-content/uploads/worcester-budget.png?fit=955%2C539&ssl=1,,,2026-06-04 17:57:57.170642
,Connecticut,2026-06-04 17:54:30+00:00,Yahoo News,Blue Ribbon Commission to hold first meeting on Connecticut K-12 education funding,,,,,,https://www.yahoo.com/news/politics/articles/blue-ribbon-commission-hold-first-083939795.html,"HARTFORD, Conn. (WTNH) — The Blue Ribbon Commission on K-12 Education Funding and Accountability will hold its first meeting on Thursday as state leaders begin a review of how the state funds its publ...",,https://s.yimg.com/os/en/wtnh_hartford_articles_477/6f3874f246d4bae5a0eba77881517514,,,2026-06-04 15:59:13.621698
,Education Funding,2026-06-04 15:16:15+00:00,The Denver Post,Jeffco Public Schools pushes back as feds renew threat to pull funding over transgender student policies,,,,,,https://www.denverpost.com/2026/06/03/jeffco-public-schools-transgender-students-title-ix-warning/,The warning marks the second time this year that the agency’s Office of Civil Rights has accused Jeffco Public Schools of violating Title IX of the Education Amendments of 1972.,,https://www.denverpost.com/wp-content/uploads/2025/03/2203646599.jpg?w=1024&h=683,,,2026-06-04 12:59:04.926969
,Education Funding,2026-06-04 14:56:37+00:00,First Five Years Fund,STATEMENT: FFYF Executive Director Sarah Rittling on Proposed FY27 House Funding Levels for Child Care and Early Learning Programs,,,,,,https://www.ffyf.org/2026/06/04/statement-proposed-fy27-house-funding-levels/,"On June 4th, the House Labor, Health and Human Services, Education, and Related Agencies Appropriations Subcommittee released its FY2027 funding proposal,",,https://www.ffyf.org/wp-content/uploads/2024/08/iStock-1302999777.jpg,,,2026-06-04 11:57:38.936110
,Education Funding,2026-06-04 11:52:06+00:00,abc11.com,"NC Senate overrides Gov. Stein veto of education bill, making tax credit program law",,,,,,https://abc11.com/amp/post/nc-senate-overrides-gov-stein-veto-education-bill-making-tax-credit-program-law/19232903/,"What the bill does. The new law opts North Carolina into a federal tax credit program tied to education funding. Under the program, taxpayers can ...",,,,,2026-06-04 12:59:04.926969
,Education Funding,2026-06-04 11:52:04+00:00,ABC11 Raleigh-Durham,"NC Senate overrides Gov. Stein veto of education bill, making tax credit program law",,,,,,https://abc11.com/post/nc-senate-overrides-gov-stein-veto-education-bill-making-tax-credit-program-law/19232903/,The new law opts North Carolina into a federal tax credit program tied to education funding.,,https://cdn.abcotvs.com/dip/images/19232880_education-tn-img.jpg?w=1600,,,2026-06-04 11:57:38.936110
,West Virginia Watch,2026-06-04 10:00:46+00:00,West Virginia Watch,WV native creates online state school closure tracker; 70% of closures impacted elementary schools,Amelia Ferrell Knisely,,,,,https://westvirginiawatch.com/2026/06/04/wv-native-creates-online-state-school-closure-tracker-70-of-closures-impacted-elementary-schools/,A team at the University of Michigan has created an online tool to track school closures and consolidations in West Virginia as the state is grappling with population decline and widespread school financial issues.,"Christina Weiland, a professor at University of Michigan, created an online public tracker of school closures in West Virginia. (Courtesy University of Michigan)A team at the University of Michigan has created an online tool to track school closures and consolidations in West Virginia as the state is grappling with population decline and widespread school financial issues.
The project was led by Roane County native Christina Weiland, who is currently professor of education and social policy at the University of Michigan. 
Since 2011, 139 public schools have closed in West Virginia, and 62% of counties have closed at least one school. Many of the closures impacted elementary schools, and Weiland noted it has created long bus rides for little children across the state. 
She created the tracker with the help of her students after finding it difficult to keep up with the number of school closures and where they were happening.
The public data “hadn’t been kind of presented in a way where people could see what was going on in their county, what was happening over time, where was this hitting and what were those patterns,” Weiland explained.
The online dataset allows individuals to search student population and school closures by county. It also looks at enrollment trends across West Virginia districts from 2011-2026.
“These are big changes in small places … you’ll see in some cases, the enrollment in county schools are dropping faster than the population is, and so that’s a trend that I think we have to understand better around why that’s the case,” Weiland said.
The Together for Public Schools WV Coalition, made up of families, educators and community members, recently called for an immediate pause on school closures in West Virginia while lawmakers consider addressing the state’s antiquated school funding formula. 
West Virginia uses a seven-step formula to determine how much state funding goes to county school systems based on factors including the number of students enrolled. 
Public schools are 2,685.92 school personnel positions over formula, according to the West Virginia Department of Education, and the state has seen another year of widespread teacher and staff cuts. Counties will use local funds, if available, to avoid making job cuts. 
Along with declining population, school finances have been impacted by the growing number of expensive special education students and children leaving the public school system to use the state’s education voucher program, the Hope Scholarship. 
Waning federal pandemic-era funds, which bolstered school’s budgets in recent years, have added to schools’ financial problems.
While lawmakers started the 2026 legislative session with plans to revamp the formula, the session ended in March without any of those measures making it to the governor’s desk for consideration. 

The online school closure tracker can be found here.

Republican education chairs in the House of Delegates and Senate have said revamping the funding formula, including bolstering funding for special education students, will be a focus going into the 2027 legislative session. 
Weiland noted that her project doesn’t look to offer solutions to the school closures but focused on presenting the data.
“I think it’s just a way — as people are trying to figure out a way forward — to make sure that they have the data easily in their hands to get their arms around it. I think that’s the service that we’re trying to do here,” she said.
SUPPORT: YOU MAKE OUR WORK POSSIBLE",https://westvirginiawatch.com/wp-content/uploads/2026/06/closure-tracker-photo-1024x838.png,,,2026-06-04 06:57:38.579642
